OCCUPIED_CELLS,MAX_RESOURCE,MIN_RESOURCE,LIVING_EXPEND,MATING_RESOURCE,MATING_ENERGY,INMIGRATION,SYNTHESIS_ABILITY,HERBIVORY_FRACTION,OMNIVORY_TRADEOFF,MUTUALISTIC_FRACTION,CAPTURE_PROB,EFFICIENCY_TRANSFER,HERBIVORY_EFFICIENCY,MUTUALISTIC_EFFICIENCY,MUTUALISTIC_COOLING,REPRODUCTION_RATE
0.4,20,3,0.01,0.5,0.2,0.005,0.1,0.7,0.4,0.25,0.4,0.2,0.8,0.8,0.9,0.01
0.37997881113549153,18.466893577448182,2.9240993924437566,0.010975072159957132,0.40801257270506985,0.23551917956706561,0.004495740424389957,0.09208340470075807,0.69973345411865062,0.44482964189103308,0.27557888461460034,0.46057760101123335,0.16371320849219587,0.69877398391798273,0.67847870279212297,0.99716910643499679,0.010814491899858902
0.37133030676293094,18.86809788218163,2.6416813303901345,0.0091333193078276757,0.53187746580150486,0.2274107207690208,0.0058288616871708925,0.09666546781055245,0.65114108525949932,0.42399537553403294,0.24623258432688763,0.43892744067797196,0.23507931636534429,0.90549197743760235,0.76361393295273305,0.93346796250386654,0.010261585837908765
0.44310968300418269,19.225066078363128,2.4052047253794395,0.0088673133452241721,0.56034101870203401,0.22213467595372266,0.0046704610939764558,0.094736473107965291,0.79803527569782096,0.32944785248652136,0.21737667083956302,0.33609625696601197,0.19889326011567834,0.69820886724720688,0.81405857444056551,0.94446845443793725,0.0092452340465891229
0.46422400535467317,19.433918645832541,2.4670234015275909,0.0095879879230300388,0.53495228620451396,0.18012235267991042,0.0042962712183012633,0.087320052519445052,0.73985110093544126,0.40463588277863805,0.24348279997549679,0.45865616448891466,0.18220337322174768,0.83635782283307225,0.82600481458461672,0.74603092529045856,0.0093741200151357378
0.44767600917077521,20.406988716654869,3.3904399558208627,0.010704872502196879,0.46798897188074462,0.16019514637853496,0.0053886329821397749,0.093867697673387096,0.70313560354411364,0.47673165157693509,0.22984093577478135,0.35236159257601762,0.19787013160512446,0.85546152317375479,0.94365349494687112,0.80424101066356768,0.009687398151739423
0.38005362159901712,23.10629939711643,2.7051586764604205,0.0081752157389102936,0.55292025578391413,0.23789173307965988,0.0044823062027160646,0.085815824261075785,0.65260845564376091,0.41691751939598809,0.2305045522810224,0.32197828351868468,0.22419604417941819,0.7942748122114186,0.82057913359777046,0.9134470934951614,0.010347501063212184
0.41589342956505332,18.165406060744473,3.5500765984298472,0.0097283313284859656,0.43293777279579859,0.16809196831392825,0.0043639019394990011,0.099980706977945838,0.63417689337484129,0.40933011276218123,0.25738294488462421,0.3766626762100625,0.18696772725838018,0.75125933621596142,0.765928829845131,0.79562402462103976,0.011335747549142017
0.33501957986402819,17.678100879506392,3.0467038446132499,0.0084545884228682949,0.42003270921664781,0.18598784161669996,0.0047687485905284566,0.097265448556780931,0.81290151470809269,0.37475410334770376,0.21077826706879349,0.38992735001025941,0.20209769487165449,0.72265010055061341,0.75396473032831868,1.0065260135383052,0.0095476354318410929
0.38812091402666365,18.584079275593179,2.8162686588248791,0.0085976122109369946,0.5567221225373713,0.16327579658464439,0.0047938508801845491,0.10185419941724734,0.64808352774444855,0.32717903897525608,0.27292431715475179,0.43840374848148678,0.17420776390411677,0.6860236556174315,0.66974065099570779,1.033961006306086,0.0099970732330477933
0.45016631122001455,22.653974754120245,2.4013635145591201,0.011617212517530028,0.47718232950675532,0.23212164758054762,0.004664067328301642,0.10478398843111189,0.59000914985665442,0.42695892929314938,0.25567667144184636,0.44168516002392977,0.23489204656476362,0.79985503038790928,0.64284224088384478,0.9533526582849613,0.0093308509005481134
0.44829567667517056,19.265402316604053,2.9987002776922731,0.010643121580534601,0.47128765321285232,0.19728012329933309,0.0054975895372135286,0.1033866792570666,0.64531498060838388,0.46398676010693618,0.23834998343874481,0.42494643441839186,0.23631271572997048,0.77509511030625822,0.8665794817659751,0.88437070713257759,0.0083142906173774411
0.39548750895055756,20.922994547436918,3.1244530197539611,0.0083212863314447039,0.59293948873890645,0.19856571170363019,0.0054771709078160931,0.11473951322256322,0.81227200099307717,0.38509288916210904,0.20299883888135467,0.3471116910617813,0.17923862363231838,0.81783373405046167,0.78246049462310019,0.87176478299647375,0.0097159275455582436
0.32697439595500666,17.72972981428326,2.8322756085693657,0.010469345259878134,0.43066224462070452,0.17125328286066702,0.0055240350349045637,0.086473021706903311,0.62545694832907073,0.43778245025440554,0.21139835647395361,0.37625963384243993,0.23552555179033124,0.78725201513646015,0.6878536825412882,0.80809931149934733,0.011458754858223728
0.34604193600744321,21.965375344237408,3.0342992227107888,0.010208557953851843,0.50193671838893961,0.1863346807239705,0.0045269378213700553,0.11310989294375168,0.763570237675399,0.42722936047525001,0.28623896301854473,0.32239124687989112,0.18846567613225368,0.73289598060612349,0.79696107596091492,0.85233879982610516,0.011007838992603963
0.37096463927472467,20.394622973087657,2.8988067927979539,0.0088942688306572985,0.53019995668632225,0.19174660858692832,0.0058449480727279218,0.11145081010937175,0.72084874408145005,0.46401585337540341,0.2632374050143701,0.34804532486514272,0.1815297533251824,0.68062958806589191,0.75566001263791183,0.7607462524932167,0.0087188515269268733
0.39305635329543676,16.767970340768809,2.4238578468053564,0.010006238073741264,0.540576626826756,0.20491312294424585,0.0047425083992873899,0.086931143483997594,0.68218457827110457,0.34409103156665355,0.2680886115472278,0.34046954505079702,0.18572000492127877,0.88445926070434422,0.85992265624559527,0.93594998042172306,0.0086191501735187505
0.4000071214877351,18.701534533674991,3.1651622403866169,0.0096670211739005255,0.47162453132194482,0.18220452945494289,0.0055024551687011944,0.11903206559033197,0.80733894366382675,0.32021577498939108,0.20104686673165656,0.3600724338644623,0.19016390802888658,0.81441273382010437,0.69582958567683684,0.82916384012779787,0.010522899860926999
0.34989493609127453,20.188435731990928,3.0415804334012497,0.0086472137792332517,0.43814516732547987,0.21208603429980036,0.0059421771177900337,0.080188373840292662,0.79392418107199603,0.41082456824195152,0.28693946711981955,0.41158508462862414,0.19573682748605306,0.65004459479534682,0.84071811863698975,0.94987314686704483,0.0093010007859216006
0.3508356228931897,22.37803857029164,3.4599637051515453,0.0094126476510654807,0.47471239126349674,0.16364760135222153,0.0040584529324950713,0.11651301259964775,0.83621469709005791,0.34170148106828668,0.24959575880848256,0.34612942431049082,0.22062357565695909,0.916618198184182,0.90639381221711579,1.0304291622256256,0.0097053061433934398
0.44437196639517323,21.69637683281756,2.7461297670759328,0.0082513944596371517,0.44804772998003545,0.22191381266500712,0.0048967428531535625,0.11697462447986813,0.60514512523912323,0.47496298055361452,0.29029291891299824,0.46113155170149722,0.16645180182628369,0.85308510563354556,0.90780124451374478,0.92090085126574261,0.0081931494729625218
0.40533274791075019,20.3200433140637,2.5843885237527084,0.010154664395427688,0.43897334593468951,0.18897346718720601,0.0044751188091881741,0.08150809561560847,0.775459783041207,0.41862292441920446,0.28541360336611266,0.34930783185129693,0.20917466300512544,0.77246451341186795,0.85731293045973034,1.0774670299852556,0.011271959395589223
0.41326456222160385,17.576064431507195,3.129574510182529,0.011804068213318114,0.47340934080223185,0.16482002832601653,0.0057580605370528316,0.091567931148239051,0.74107286632223646,0.43521928155529227,0.28167116281310456,0.35826158931834301,0.16979190609480302,0.79141839993181273,0.70782277319172038,0.9989282349036599,0.0098893490061078889
0.374748849674436,20.238865543714788,3.5266146249837877,0.0098671812405248614,0.40694379053377333,0.22125091493959606,0.0044136701783957693,0.10753465140219147,0.67684642730143141,0.34790083025394236,0.20265984581968488,0.46561027733270705,0.17583313421048979,0.92534626059655367,0.65208654798197696,0.77442003017550531,0.0081110311968098057
0.41524925142811658,23.956321540086371,2.4618584290468153,0.010786290693561972,0.44501018450354524,0.17455897092112477,0.0054687753628144828,0.11805156145820853,0.62614813095904764,0.36931722622980501,0.2996492061429018,0.47995313769430903,0.20303880032571997,0.81313166590377861,0.86362235703746004,0.92479672608382091,0.0082408022462155187
0.38598369545712052,21.375739696432841,3.0636037954281177,0.0083834051683200281,0.56953810645115943,0.17464200460088944,0.0043698896306901755,0.11442786539387326,0.60572834043353097,0.46262071270270544,0.24788382002015918,0.47127617927905174,0.17875660573875221,0.88123085644027777,0.65784400011924682,0.88004843667713228,0.010310803035182253
0.38528124967808142,23.394323644266453,3.4827305804172708,0.0085722588303461141,0.52095461373323415,0.18982670143332014,0.0049935301235764723,0.11307461510638481,0.67899495542189092,0.34321476933498452,0.2021629692880057,0.3853962237088322,0.17443678040606633,0.86293271186917708,0.69065170019171873,0.77497510853663609,0.0091250076242626165
0.44479991941085195,20.589523686977138,3.4834516748093876,0.011521253517634177,0.432210272690776,0.20471211586181312,0.0056466482702137218,0.11671441933759916,0.66206738924702835,0.46633130110487969,0.22247030241591018,0.41026994835475833,0.23873844124108351,0.93608177204800769,0.92733220518619364,0.77363308399041419,0.010832574175167151
0.46568621267739174,18.971528270579348,3.0578551184824381,0.011749497859533801,0.53799462215126836,0.1661912483733598,0.0055866141108905382,0.11217271133571763,0.74187788757256434,0.34076759281323821,0.28803069334515408,0.4556532978582617,0.16320729427712527,0.67670455194710477,0.69333406405631726,0.9721407018708883,0.0082245501601255072
0.36359536056073372,16.739621578854585,3.0768384436123783,0.010321641278303888,0.50988673410055829,0.17719403457819688,0.0056005744482812078,0.090116117321171293,0.83053241700277791,0.35896783343685101,0.28193287925160637,0.43003182297435327,0.19986977269638545,0.71702507145697358,0.73220908294046438,1.0471822662520387,0.010995183711718289
0.34941324954326669,20.1772502647473,2.4492003733433316,0.011844453584002978,0.52640295526264003,0.22234607014098212,0.0044339604464824931,0.10948430826148617,0.77435998921824734,0.34474470715771199,0.27485396482455382,0.33792619825301301,0.22472539008418635,0.92976351562813564,0.94142117586071006,0.88915856705023466,0.008967629874899425
